frame,t_s,kind,tid,x_cm,y_cm
2787,92.9,oscuro,48,38.0,54.5
2787,92.9,oscuro,54,129.5,303.5
2787,92.9,balon,-1,30.5,28.0
2788,92.933,verde,55,162.5,31.5
2788,92.933,oscuro,48,39.5,55.0
2788,92.933,oscuro,54,129.5,303.5
2788,92.933,balon,-1,33.0,28.5
2789,92.967,verde,55,163.0,30.5
2789,92.967,oscuro,48,42.0,56.5
2789,92.967,oscuro,54,129.5,303.5
2789,92.967,balon,-1,35.5,30.0
2790,93.0,verde,55,164.0,29.5
2790,93.0,oscuro,48,43.0,58.0
2790,93.0,oscuro,54,129.0,303.5
2790,93.0,balon,-1,48.0,54.0
2791,93.033,verde,55,164.0,29.5
2791,93.033,oscuro,48,45.0,59.5
2791,93.033,oscuro,54,129.0,303.5
2791,93.033,balon,-1,49.0,56.0
2792,93.067,verde,55,163.5,29.5
2792,93.067,oscuro,48,46.0,62.0
2792,93.067,verde,52,155.5,28.5
2792,93.067,oscuro,54,129.0,303.5
2792,93.067,balon,-1,50.0,58.0
2793,93.1,verde,55,163.5,29.0
2793,93.1,oscuro,48,46.5,63.5
2793,93.1,verde,52,155.5,28.5
2793,93.1,verde,53,177.5,14.0
2793,93.1,oscuro,54,129.0,303.5
2793,93.1,balon,-1,50.0,60.0
2794,93.133,verde,55,164.0,28.5
2794,93.133,oscuro,48,47.5,64.5
2794,93.133,verde,52,154.5,28.0
2794,93.133,verde,53,178.0,15.0
2794,93.133,oscuro,54,129.5,303.5
2794,93.133,balon,-1,44.0,39.5
2795,93.167,oscuro,48,47.5,65.0
2795,93.167,verde,52,154.5,27.0
2795,93.167,verde,55,164.5,27.5
2795,93.167,verde,53,178.0,14.5
2795,93.167,oscuro,54,129.5,303.5
2796,93.2,oscuro,48,47.5,65.5
2796,93.2,verde,52,154.5,27.0
2796,93.2,verde,55,165.0,27.5
2796,93.2,verde,53,177.0,11.0
2796,93.2,oscuro,54,129.5,303.5
2796,93.2,balon,-1,44.0,40.5
2797,93.233,oscuro,48,46.5,66.0
2797,93.233,verde,52,155.0,27.5
2797,93.233,verde,55,165.0,27.5
2797,93.233,verde,57,178.5,13.5
2797,93.233,verde,53,176.5,11.0
2797,93.233,oscuro,54,129.5,304.0
2797,93.233,balon,-1,43.5,42.5
2798,93.267,verde,55,164.5,26.5
2798,93.267,oscuro,48,45.5,67.5
2798,93.267,verde,52,154.0,27.0
2798,93.267,verde,53,164.0,13.0
2798,93.267,oscuro,54,129.5,303.5
2798,93.267,balon,-1,49.5,64.0
2799,93.3,verde,55,163.5,27.0
2799,93.3,oscuro,48,44.0,69.0
2799,93.3,verde,53,163.5,13.5
2799,93.3,oscuro,54,129.5,304.0
2800,93.333,verde,55,162.5,27.0
2800,93.333,oscuro,48,42.5,70.0
2800,93.333,oscuro,54,127.0,303.5
2801,93.367,verde,55,161.0,27.0
2801,93.367,oscuro,48,40.5,73.0
2801,93.367,oscuro,54,129.5,304.0
2801,93.367,balon,-1,35.5,49.0
2802,93.4,verde,55,159.5,26.5
2802,93.4,oscuro,48,38.0,74.5
2802,93.4,oscuro,54,129.5,303.5
2802,93.4,balon,-1,33.5,51.5
2803,93.433,verde,55,158.5,26.5
2803,93.433,oscuro,48,35.5,76.5
2803,93.433,oscuro,54,129.0,303.5
2804,93.467,verde,55,156.0,28.0
2804,93.467,oscuro,48,33.0,79.5
2804,93.467,oscuro,54,129.0,303.5
2804,93.467,balon,-1,28.0,57.5
2805,93.5,verde,55,155.0,28.5
2805,93.5,oscuro,48,30.0,82.0
2805,93.5,oscuro,54,129.0,303.5
2805,93.5,balon,-1,25.0,60.0
2806,93.533,verde,55,152.5,30.5
2806,93.533,oscuro,48,27.0,85.0
2806,93.533,oscuro,54,128.5,303.5
2806,93.533,balon,-1,22.0,63.0
2807,93.567,verde,55,150.5,31.5
2807,93.567,verde,54,129.5,303.5
2807,93.567,balon,-1,19.0,65.5
2808,93.6,verde,55,148.0,32.0
2808,93.6,verde,52,150.0,31.5
2808,93.6,balon,-1,14.0,67.0
2809,93.633,verde,55,148.0,33.0
2809,93.633,verde,52,149.0,33.0
2809,93.633,balon,-1,12.0,70.5
2810,93.667,verde,55,146.5,34.0
2810,93.667,balon,-1,11.0,59.5
2811,93.7,verde,55,146.0,35.0
2811,93.7,balon,-1,11.0,59.5
2812,93.733,verde,55,145.5,36.5
2812,93.733,balon,-1,11.0,59.5
2813,93.767,verde,55,144.5,37.5
2813,93.767,verde,53,146.5,8.5
2813,93.767,balon,-1,11.0,59.5
2814,93.8,verde,55,144.5,38.5
2814,93.8,verde,53,145.5,9.0
2814,93.8,balon,-1,11.0,59.5
2815,93.833,verde,55,143.5,39.0
2815,93.833,verde,53,144.5,10.0
2815,93.833,balon,-1,11.0,59.5
2816,93.867,verde,55,143.0,39.5
2816,93.867,balon,-1,10.5,60.0
2817,93.9,oscuro,48,5.5,101.5
2817,93.9,oscuro,54,129.5,303.5
2817,93.9,balon,-1,11.0,59.5
2818,93.933,oscuro,48,5.5,101.0
2818,93.933,verde,55,141.0,42.5
2818,93.933,verde,53,145.0,13.0
2818,93.933,oscuro,54,129.5,303.5
2818,93.933,balon,-1,11.0,59.5
2819,93.967,oscuro,48,5.5,100.5
2819,93.967,verde,55,139.5,42.5
2819,93.967,oscuro,54,129.5,303.5
2819,93.967,verde,53,146.0,13.0
2819,93.967,balon,-1,11.0,59.5
2820,94.0,verde,55,138.0,43.5
2820,94.0,verde,53,146.5,12.5
2820,94.0,oscuro,48,5.5,100.5
2820,94.0,oscuro,54,129.0,303.5
2820,94.0,balon,-1,10.5,59.5
2821,94.033,verde,55,137.5,44.0
2821,94.033,verde,53,147.5,12.5
2821,94.033,oscuro,48,5.0,100.0
2821,94.033,oscuro,54,127.0,303.5
2821,94.033,balon,-1,10.5,59.5
2822,94.067,verde,55,137.0,44.0
2822,94.067,verde,53,148.5,13.0
2822,94.067,oscuro,48,5.0,100.5
2822,94.067,oscuro,54,129.5,304.0
2822,94.067,balon,-1,10.5,59.5
2823,94.1,verde,55,137.5,44.5
2823,94.1,verde,53,149.0,13.0
2823,94.1,oscuro,48,5.5,99.5
2823,94.1,oscuro,54,129.5,304.0
2823,94.1,balon,-1,10.5,59.5
2824,94.133,verde,55,138.5,45.0
2824,94.133,verde,53,150.0,13.5
2824,94.133,oscuro,48,5.5,99.0
2824,94.133,oscuro,54,129.5,303.5
2824,94.133,balon,-1,10.5,59.5
2825,94.167,verde,55,139.5,45.5
2825,94.167,verde,53,150.5,13.5
2825,94.167,oscuro,48,5.5,97.5
2825,94.167,oscuro,54,129.5,303.5
2825,94.167,balon,-1,10.5,59.5
2826,94.2,verde,55,140.5,45.5
2826,94.2,oscuro,48,6.0,96.5
2826,94.2,verde,53,151.5,13.5
2826,94.2,oscuro,54,129.5,303.5
2826,94.2,balon,-1,10.5,59.5
2827,94.233,verde,55,141.5,46.0
2827,94.233,oscuro,48,6.5,94.5
2827,94.233,verde,53,152.0,14.0
2827,94.233,oscuro,54,129.5,303.5
2827,94.233,balon,-1,10.5,59.5
2828,94.267,verde,55,143.0,47.0
2828,94.267,oscuro,48,6.5,92.5
2828,94.267,verde,53,153.0,14.5
2828,94.267,oscuro,54,129.5,303.5
2828,94.267,balon,-1,10.5,59.5
2829,94.3,verde,55,144.0,48.0
2829,94.3,verde,53,154.0,14.5
2829,94.3,oscuro,48,7.0,90.5
2829,94.3,oscuro,54,129.5,303.5
2829,94.3,balon,-1,10.5,59.5
2830,94.333,verde,55,145.0,48.5
2830,94.333,verde,53,154.5,15.0
2830,94.333,oscuro,48,7.5,88.5
2830,94.333,oscuro,54,129.5,303.5
2830,94.333,balon,-1,10.5,59.5
2831,94.367,verde,53,155.5,14.5
2831,94.367,verde,55,146.0,49.5
2831,94.367,oscuro,48,8.0,86.5
2831,94.367,oscuro,54,128.0,303.5
2831,94.367,balon,-1,10.5,59.5
2832,94.4,verde,55,147.5,49.5
2832,94.4,verde,53,156.5,15.0
2832,94.4,oscuro,48,9.0,83.5
2832,94.4,oscuro,54,129.5,303.5
2832,94.4,balon,-1,10.5,59.5
2833,94.433,verde,53,157.0,15.5
2833,94.433,verde,55,148.5,50.5
2833,94.433,oscuro,48,9.5,81.5
2833,94.433,oscuro,54,129.5,304.0
2833,94.433,balon,-1,0.0,59.0
2834,94.467,verde,55,149.5,50.5
2834,94.467,verde,53,157.5,15.5
2834,94.467,oscuro,48,12.0,79.5
2834,94.467,oscuro,54,129.5,303.5
2834,94.467,balon,-1,1.5,56.5
2835,94.5,verde,55,150.5,51.0
2835,94.5,verde,53,158.5,15.5
2835,94.5,oscuro,48,13.5,77.5
2835,94.5,oscuro,54,127.5,303.5
2835,94.5,balon,-1,4.0,55.5
2836,94.533,verde,55,151.5,51.5
2836,94.533,verde,53,160.0,15.5
2836,94.533,oscuro,48,14.5,76.0
2836,94.533,oscuro,54,128.0,303.5
2836,94.533,balon,-1,7.5,55.5
2837,94.567,verde,55,151.5,51.5
2837,94.567,verde,53,161.5,16.0
2837,94.567,oscuro,48,16.0,75.0
2837,94.567,oscuro,54,129.5,304.0
2837,94.567,balon,-1,8.0,51.0
2838,94.6,verde,55,152.0,51.5
2838,94.6,verde,53,163.5,16.5
2838,94.6,oscuro,48,16.5,74.5
2838,94.6,oscuro,54,126.5,303.5
2838,94.6,balon,-1,12.5,49.0
2839,94.633,verde,55,152.0,51.5
2839,94.633,verde,53,166.0,17.0
2839,94.633,oscuro,48,17.0,73.5
2839,94.633,oscuro,54,127.5,303.5
2839,94.633,balon,-1,15.0,48.0
2840,94.667,verde,55,152.0,51.5
2840,94.667,verde,53,168.5,17.5
2840,94.667,oscuro,48,17.5,74.0
2840,94.667,oscuro,54,128.5,303.5
2840,94.667,balon,-1,16.5,48.0
2841,94.7,verde,55,151.0,52.0
2841,94.7,verde,53,170.0,17.5
2841,94.7,verde,48,17.5,73.5
2841,94.7,oscuro,54,129.0,303.5
2841,94.7,balon,-1,15.0,50.5
2842,94.733,verde,55,150.0,53.5
2842,94.733,verde,53,172.0,17.5
2842,94.733,oscuro,54,129.5,304.0
2842,94.733,balon,-1,16.0,51.0
2843,94.767,verde,55,149.0,54.0
2843,94.767,verde,53,175.0,17.5
2843,94.767,verde,48,18.5,72.5
2843,94.767,oscuro,54,129.5,303.5
2843,94.767,balon,-1,22.5,41.0
2844,94.8,verde,55,147.5,54.5
2844,94.8,verde,53,177.5,18.0
2844,94.8,verde,48,19.0,73.0
2844,94.8,oscuro,54,129.5,304.0
2844,94.8,balon,-1,24.5,39.0
2845,94.833,verde,48,19.0,73.5
2845,94.833,verde,53,179.5,18.0
2845,94.833,verde,55,146.0,55.5
2845,94.833,oscuro,54,130.0,304.0
2845,94.833,balon,-1,25.5,37.5
2846,94.867,verde,55,144.5,56.0
2846,94.867,verde,53,182.0,18.5
2846,94.867,verde,48,19.0,73.5
2846,94.867,oscuro,54,129.5,304.0
2846,94.867,balon,-1,27.0,35.5
2847,94.9,verde,53,183.0,17.5
2847,94.9,verde,48,19.5,73.5
2847,94.9,verde,55,143.0,57.0
2847,94.9,oscuro,54,129.5,304.0
2847,94.9,balon,-1,28.5,34.0
2848,94.933,verde,53,184.5,16.5
2848,94.933,verde,48,19.0,73.5
2848,94.933,verde,55,141.5,57.0
2848,94.933,oscuro,54,129.5,304.0
2848,94.933,balon,-1,30.5,32.0
2849,94.967,verde,53,185.5,16.0
2849,94.967,verde,55,140.0,57.0
2849,94.967,verde,48,18.5,73.5
2849,94.967,oscuro,54,129.0,303.5
2849,94.967,balon,-1,31.5,30.5
2850,95.0,verde,53,186.0,16.0
2850,95.0,oscuro,54,129.5,304.0
2850,95.0,oscuro,48,18.5,73.0
2850,95.0,balon,-1,32.5,29.0
2851,95.033,oscuro,48,18.5,73.0
2851,95.033,oscuro,54,128.5,303.5
2851,95.033,verde,53,187.0,15.5
2851,95.033,balon,-1,34.5,27.0
2852,95.067,verde,55,134.5,58.5
2852,95.067,oscuro,48,19.0,73.5
2852,95.067,verde,53,187.5,16.0
2852,95.067,oscuro,54,129.0,303.5
2852,95.067,balon,-1,35.5,25.5
2853,95.1,oscuro,48,19.0,73.5
2853,95.1,oscuro,54,127.5,303.5
2853,95.1,verde,53,188.5,16.5
2853,95.1,balon,-1,37.0,24.0
2854,95.133,oscuro,48,18.5,73.0
2854,95.133,verde,55,130.5,59.0
2854,95.133,verde,53,190.0,18.0
2854,95.133,oscuro,54,129.5,303.5
2854,95.133,balon,-1,38.5,22.5
2855,95.167,oscuro,48,18.5,73.5
2855,95.167,verde,53,190.0,19.5
2855,95.167,oscuro,54,129.5,304.0
2855,95.167,verde,55,128.0,59.0
2855,95.167,balon,-1,40.0,21.0
2856,95.2,verde,53,190.0,21.0
2856,95.2,oscuro,48,18.5,72.5
2856,95.2,oscuro,54,129.5,303.5
2856,95.2,verde,55,127.0,59.5
2856,95.2,balon,-1,41.0,19.5
2857,95.233,verde,53,190.0,22.5
2857,95.233,oscuro,48,19.0,71.5
2857,95.233,oscuro,54,129.5,304.0
2857,95.233,verde,55,124.5,60.5
2857,95.233,balon,-1,42.5,18.0
2858,95.267,verde,53,189.5,24.0
2858,95.267,oscuro,48,20.5,70.5
2858,95.267,oscuro,54,129.5,304.0
2858,95.267,balon,-1,43.5,17.0
2859,95.3,verde,53,189.0,24.5
2859,95.3,oscuro,48,21.0,69.5
2859,95.3,oscuro,54,129.5,303.5
2859,95.3,balon,-1,45.0,15.5
2860,95.333,oscuro,48,21.5,69.5
2860,95.333,verde,53,188.0,25.5
2860,95.333,oscuro,54,129.5,304.0
2860,95.333,balon,-1,46.0,14.0
2861,95.367,verde,53,187.5,26.5
2861,95.367,oscuro,48,22.0,69.5
2861,95.367,oscuro,54,129.5,303.5
2861,95.367,balon,-1,47.5,13.0
2862,95.4,verde,53,187.5,28.0
2862,95.4,oscuro,48,23.0,70.0
2862,95.4,oscuro,54,129.5,304.0
2862,95.4,balon,-1,48.5,12.0
2863,95.433,verde,53,187.5,29.5
2863,95.433,oscuro,48,23.5,70.5
2863,95.433,verde,55,113.5,62.5
2863,95.433,oscuro,54,129.5,304.0
2863,95.433,balon,-1,50.0,10.5
2864,95.467,verde,53,188.0,31.0
2864,95.467,oscuro,48,24.5,71.5
2864,95.467,oscuro,54,129.5,304.0
2864,95.467,balon,-1,51.5,9.5
2865,95.5,verde,53,188.0,32.0
2865,95.5,verde,55,109.5,63.0
2865,95.5,oscuro,48,26.0,72.5
2865,95.5,oscuro,54,129.5,304.0
2865,95.5,balon,-1,52.5,8.5
2866,95.533,verde,53,187.5,34.0
2866,95.533,oscuro,48,28.0,73.0
2866,95.533,verde,55,107.0,63.5
2866,95.533,oscuro,54,129.5,303.5
2866,95.533,balon,-1,53.5,7.5
2867,95.567,oscuro,48,29.0,73.0
2867,95.567,verde,53,187.0,35.5
2867,95.567,verde,55,105.5,63.5
2867,95.567,oscuro,54,129.0,303.5
2867,95.567,balon,-1,55.0,6.5
2868,95.6,oscuro,48,30.5,73.0
2868,95.6,verde,53,185.5,37.0
2868,95.6,oscuro,54,127.5,303.5
2868,95.6,verde,55,103.0,64.5
2868,95.6,balon,-1,56.0,5.5
2869,95.633,verde,53,186.0,39.0
2869,95.633,verde,55,101.0,64.0
2869,95.633,oscuro,48,31.5,72.0
2869,95.633,verde,54,129.5,303.5
2869,95.633,balon,-1,57.5,4.5
2870,95.667,verde,53,186.0,42.0
2870,95.667,oscuro,48,32.5,70.5
2870,95.667,verde,54,129.5,303.5
2870,95.667,balon,-1,58.5,4.0
2871,95.7,verde,53,185.5,42.5
2871,95.7,oscuro,48,33.5,69.0
2871,95.7,balon,-1,60.0,3.0
2872,95.733,verde,53,186.0,43.0
2872,95.733,oscuro,48,34.5,66.5
2872,95.733,balon,-1,61.5,2.5
2873,95.767,oscuro,48,35.5,64.0
2873,95.767,verde,53,184.5,43.5
2873,95.767,balon,-1,62.5,2.0
2874,95.8,verde,53,184.5,43.5
2874,95.8,oscuro,48,36.5,62.0
2874,95.8,balon,-1,63.5,1.5
2875,95.833,verde,53,185.5,43.0
2875,95.833,oscuro,48,37.5,59.5
2875,95.833,balon,-1,64.0,1.0
2876,95.867,verde,53,186.0,43.0
2876,95.867,oscuro,48,39.0,58.5
2876,95.867,balon,-1,65.5,0.5
2877,95.9,oscuro,48,40.0,57.5
2877,95.9,verde,53,186.0,42.5
2877,95.9,balon,-1,66.5,0.0
2878,95.933,verde,53,186.5,42.0
2878,95.933,oscuro,48,41.0,57.0
2878,95.933,verde,55,83.5,66.5
2878,95.933,balon,-1,68.0,0.0
2879,95.967,oscuro,48,42.0,57.5
2879,95.967,verde,53,185.0,41.0
2879,95.967,balon,-1,68.5,0.0
2880,96.0,verde,53,185.0,40.5
2880,96.0,oscuro,48,43.0,58.5
2880,96.0,balon,-1,69.5,0.0
2881,96.033,verde,53,186.0,39.5
2881,96.033,oscuro,48,44.5,59.5
2881,96.033,balon,-1,70.5,0.0
2882,96.067,verde,53,186.0,39.5
2882,96.067,oscuro,48,45.0,60.0
2882,96.067,balon,-1,71.0,0.0
2883,96.1,verde,53,186.0,38.5
2883,96.1,oscuro,48,45.0,59.5
2883,96.1,verde,55,75.5,68.0
2883,96.1,balon,-1,72.5,0.5
2884,96.133,verde,53,186.0,38.0
2884,96.133,oscuro,48,45.5,58.5
2884,96.133,verde,55,74.5,68.5
2884,96.133,balon,-1,73.0,1.0
2885,96.167,verde,53,186.5,37.5
2885,96.167,oscuro,48,46.0,57.5
2885,96.167,verde,55,73.5,69.0
2885,96.167,balon,-1,73.5,1.5
2886,96.2,verde,53,186.0,37.0
2886,96.2,oscuro,48,46.0,57.0
2886,96.2,verde,55,72.5,69.5
2886,96.2,balon,-1,74.5,2.0
2887,96.233,verde,53,186.0,37.0
2887,96.233,verde,55,72.0,70.5
2887,96.233,oscuro,48,46.0,56.5
2887,96.233,balon,-1,75.0,2.0
2888,96.267,verde,53,186.5,36.5
2888,96.267,oscuro,48,46.0,56.5
2888,96.267,verde,55,71.0,71.0
2888,96.267,balon,-1,76.0,2.5
2889,96.3,verde,55,70.5,71.5
2889,96.3,oscuro,48,46.0,57.0
2889,96.3,verde,53,185.5,35.5
2889,96.3,balon,-1,76.5,3.0
2890,96.333,oscuro,48,46.5,57.5
2890,96.333,verde,55,70.5,72.0
2890,96.333,verde,53,185.5,34.5
2890,96.333,balon,-1,77.5,3.5
2891,96.367,oscuro,48,46.5,57.5
2891,96.367,verde,53,185.0,33.5
2891,96.367,verde,55,70.5,73.0
2891,96.367,balon,-1,78.0,4.5
2892,96.4,verde,53,185.5,33.5
2892,96.4,verde,55,71.0,74.0
2892,96.4,oscuro,48,47.0,58.0
2892,96.4,balon,-1,79.0,5.5
2893,96.433,verde,53,185.5,32.5
2893,96.433,verde,55,72.0,74.0
2893,96.433,oscuro,48,47.5,58.5
2893,96.433,balon,-1,79.5,6.5
2894,96.467,verde,55,72.5,75.0
2894,96.467,verde,53,186.0,32.0
2894,96.467,oscuro,48,48.5,59.0
2894,96.467,balon,-1,80.0,7.0
2895,96.5,verde,53,185.0,32.0
2895,96.5,oscuro,48,49.0,59.5
2895,96.5,verde,55,72.5,76.0
2895,96.5,balon,-1,81.0,8.0
2896,96.533,verde,55,72.5,77.0
2896,96.533,verde,53,185.0,31.5
2896,96.533,oscuro,48,50.0,60.0
2896,96.533,balon,-1,81.0,9.0
2897,96.567,verde,55,72.5,77.5
2897,96.567,verde,53,185.0,31.0
2897,96.567,oscuro,48,51.0,60.5
2897,96.567,balon,-1,82.0,9.5
2898,96.6,verde,55,72.5,78.5
2898,96.6,oscuro,48,51.5,61.0
2898,96.6,verde,53,185.0,30.5
2898,96.6,balon,-1,82.5,10.5
2899,96.633,verde,55,72.5,79.5
2899,96.633,oscuro,48,52.5,61.0
2899,96.633,verde,53,185.0,30.0
2899,96.633,balon,-1,82.5,11.5
2900,96.667,verde,55,72.5,80.0
2900,96.667,oscuro,48,53.5,62.0
2900,96.667,verde,53,185.5,29.0
2900,96.667,balon,-1,83.0,12.5
2901,96.7,verde,55,73.0,80.5
2901,96.7,oscuro,48,54.5,62.5
2901,96.7,verde,53,185.0,28.5
2901,96.7,balon,-1,83.5,13.5
2902,96.733,oscuro,48,54.5,63.0
2902,96.733,verde,55,74.0,81.5
2902,96.733,verde,53,185.0,28.0
2902,96.733,balon,-1,83.5,14.0
2903,96.767,oscuro,48,55.5,64.0
2903,96.767,verde,55,75.5,82.0
2903,96.767,verde,53,185.0,27.5
2903,96.767,balon,-1,84.0,15.0
2904,96.8,verde,55,76.0,83.0
2904,96.8,oscuro,48,56.0,64.5
2904,96.8,verde,53,184.5,27.0
2904,96.8,balon,-1,84.5,16.0
2905,96.833,verde,55,76.0,83.5
2905,96.833,oscuro,48,56.5,64.5
2905,96.833,verde,53,185.0,26.5
2905,96.833,balon,-1,84.0,16.5
2906,96.867,verde,55,76.0,84.0
2906,96.867,oscuro,48,57.0,65.5
2906,96.867,verde,53,185.0,26.0
2906,96.867,balon,-1,84.0,17.5
2907,96.9,verde,55,76.5,84.5
2907,96.9,oscuro,48,57.5,65.5
2907,96.9,verde,53,184.5,25.0
2907,96.9,balon,-1,84.5,18.5
2908,96.933,verde,55,76.5,85.5
2908,96.933,oscuro,48,59.0,66.5
2908,96.933,verde,53,184.5,24.5
2908,96.933,balon,-1,85.0,19.5
2909,96.967,verde,55,77.0,86.0
2909,96.967,oscuro,48,58.5,67.0
2909,96.967,verde,53,184.0,24.5
2909,96.967,balon,-1,85.5,20.0
2910,97.0,verde,53,184.5,24.0
2910,97.0,oscuro,48,59.0,67.0
2910,97.0,verde,55,77.5,86.5
2910,97.0,balon,-1,85.5,21.0
2911,97.033,verde,53,184.0,23.0
2911,97.033,oscuro,48,60.0,68.0
2911,97.033,verde,55,78.0,87.0
2911,97.033,balon,-1,85.0,22.0
2912,97.067,verde,53,184.0,22.0
2912,97.067,oscuro,48,61.0,68.5
2912,97.067,verde,55,78.0,88.0
2912,97.067,balon,-1,85.5,22.5
2913,97.1,verde,53,184.5,21.5
2913,97.1,verde,55,78.0,89.0
2913,97.1,oscuro,48,62.0,69.0
2913,97.1,balon,-1,85.5,23.5
2914,97.133,verde,53,184.0,21.0
2914,97.133,verde,55,78.0,89.5
2914,97.133,oscuro,48,62.0,69.5
2914,97.133,balon,-1,86.0,24.5
2915,97.167,verde,53,184.0,20.5
2915,97.167,verde,55,78.0,90.0
2915,97.167,oscuro,48,62.5,70.0
2915,97.167,balon,-1,86.0,25.0
2916,97.2,verde,55,77.5,91.0
2916,97.2,verde,53,184.0,20.0
2916,97.2,oscuro,48,63.0,70.5
2916,97.2,balon,-1,85.5,26.0
2917,97.233,verde,55,78.0,92.0
2917,97.233,verde,53,183.5,19.5
2917,97.233,oscuro,48,63.0,71.0
2917,97.233,balon,-1,86.0,26.5
2918,97.267,verde,55,79.0,92.5
2918,97.267,oscuro,48,64.0,71.5
2918,97.267,verde,53,183.5,19.0
2918,97.267,balon,-1,85.5,27.5
2919,97.3,oscuro,48,64.5,73.0
2919,97.3,verde,53,183.5,18.5
2919,97.3,verde,55,79.0,93.0
2919,97.3,balon,-1,86.0,28.0
2920,97.333,oscuro,48,65.0,73.0
2920,97.333,verde,53,183.0,19.0
2920,97.333,verde,55,78.5,94.0
2920,97.333,balon,-1,86.0,29.0
2921,97.367,oscuro,48,66.0,71.5
2921,97.367,verde,55,78.0,94.5
2921,97.367,verde,53,183.5,19.0
2921,97.367,balon,-1,86.0,29.5
2922,97.4,verde,55,77.0,95.0
2922,97.4,oscuro,48,66.5,71.0
2922,97.4,verde,53,184.5,20.0
2922,97.4,balon,-1,85.5,30.5
2923,97.433,verde,55,77.0,95.5
2923,97.433,oscuro,48,67.5,70.0
2923,97.433,verde,53,184.5,21.5
2923,97.433,balon,-1,85.5,31.0
2924,97.467,verde,55,76.0,95.5
2924,97.467,oscuro,48,68.5,68.5
2924,97.467,verde,53,185.0,23.0
2924,97.467,balon,-1,86.0,31.5
2925,97.5,verde,55,75.0,95.5
2925,97.5,oscuro,48,70.0,68.0
2925,97.5,verde,53,186.0,25.0
2925,97.5,balon,-1,85.5,32.0
2926,97.533,verde,55,73.0,95.5
2926,97.533,verde,53,186.0,25.0
2926,97.533,oscuro,48,72.0,66.0
2926,97.533,balon,-1,85.5,32.5
2927,97.567,verde,53,185.5,26.0
2927,97.567,verde,55,71.5,96.0
2927,97.567,oscuro,48,74.5,64.5
2927,97.567,balon,-1,85.5,33.0
2928,97.6,verde,55,70.0,96.0
2928,97.6,verde,53,185.0,27.0
2928,97.6,oscuro,48,77.0,62.5
2928,97.6,balon,-1,85.0,33.5
2929,97.633,verde,53,184.5,27.5
2929,97.633,oscuro,48,79.5,61.5
2929,97.633,verde,55,68.5,97.0
2929,97.633,balon,-1,85.5,33.5
2930,97.667,verde,53,185.0,29.5
2930,97.667,oscuro,48,82.5,59.5
2930,97.667,verde,55,66.5,97.0
2930,97.667,balon,-1,82.5,34.5
2931,97.7,verde,53,185.0,30.0
2931,97.7,oscuro,48,84.0,57.0
2931,97.7,verde,55,64.5,97.0
2931,97.7,balon,-1,82.5,32.5
2932,97.733,verde,53,185.0,30.0
2932,97.733,oscuro,48,86.0,55.0
2932,97.733,verde,55,62.5,97.5
2932,97.733,balon,-1,84.0,30.0
2933,97.767,verde,53,185.0,30.0
2933,97.767,oscuro,48,87.5,53.0
2934,97.8,verde,53,185.5,29.5
2934,97.8,oscuro,48,88.0,51.5
2934,97.8,verde,55,58.5,97.5
2934,97.8,balon,-1,81.0,31.0
2935,97.833,verde,53,185.0,29.5
2935,97.833,oscuro,48,89.0,50.5
2935,97.833,verde,55,57.0,98.0
2935,97.833,balon,-1,82.0,29.5
2936,97.867,verde,53,185.5,28.5
2936,97.867,oscuro,48,90.0,50.0
2936,97.867,verde,55,54.5,98.0
2936,97.867,balon,-1,89.0,25.0
2937,97.9,verde,53,186.5,28.0
2937,97.9,oscuro,48,90.0,49.0
2938,97.933,verde,53,186.0,27.5
2938,97.933,oscuro,48,90.0,49.0
2938,97.933,balon,-1,90.0,20.0
2939,97.967,verde,53,185.5,27.0
2939,97.967,oscuro,48,90.5,49.5
2939,97.967,balon,-1,91.0,20.5
2940,98.0,verde,53,185.0,26.5
2940,98.0,oscuro,48,90.0,49.5
2940,98.0,verde,55,47.0,98.5
2940,98.0,balon,-1,93.0,21.5
2941,98.033,verde,53,185.0,25.5
2941,98.033,oscuro,48,89.0,50.5
2941,98.033,balon,-1,93.5,21.5
2942,98.067,verde,53,185.0,25.5
2942,98.067,oscuro,48,88.5,50.5
2942,98.067,balon,-1,94.0,18.0
2943,98.1,verde,53,185.5,25.0
2943,98.1,balon,-1,95.0,16.5
2944,98.133,verde,53,185.5,24.5
2944,98.133,oscuro,48,84.5,53.0
2944,98.133,balon,-1,96.0,15.5
2945,98.167,verde,53,185.5,24.0
2945,98.167,oscuro,48,82.0,54.0
2945,98.167,balon,-1,96.5,14.0
2946,98.2,oscuro,48,81.0,55.0
2946,98.2,verde,53,185.5,23.0
2946,98.2,balon,-1,98.0,13.0
2947,98.233,oscuro,48,81.0,56.5
2947,98.233,verde,53,186.0,22.5
2947,98.233,balon,-1,99.0,11.5
2948,98.267,oscuro,48,81.0,56.5
2948,98.267,verde,53,184.5,22.5
2948,98.267,balon,-1,99.5,10.5
2949,98.3,oscuro,48,80.5,56.0
2949,98.3,verde,53,184.5,23.5
2949,98.3,balon,-1,100.5,9.5
2950,98.333,oscuro,48,81.0,56.5
2950,98.333,verde,53,184.5,24.0
2950,98.333,balon,-1,101.5,8.0
2951,98.367,oscuro,48,81.0,56.0
2951,98.367,verde,53,184.5,25.0
2951,98.367,balon,-1,102.5,7.5
2952,98.4,oscuro,48,81.0,56.5
