frame,t_s,kind,tid,x_cm,y_cm
1050,35.0,balon,-1,187.5,212.5
1051,35.033,oscuro,16,90.0,230.0
1051,35.033,verde,22,103.5,210.5
1051,35.033,balon,-1,187.5,213.0
1052,35.067,oscuro,16,90.5,230.0
1052,35.067,verde,22,103.5,211.0
1052,35.067,balon,-1,186.5,212.5
1053,35.1,oscuro,16,91.5,230.5
1053,35.1,verde,22,103.5,210.5
1054,35.133,oscuro,16,93.0,230.5
1054,35.133,verde,22,103.5,210.5
1054,35.133,balon,-1,92.5,218.5
1055,35.167,verde,22,103.0,211.0
1055,35.167,oscuro,16,94.5,230.5
1055,35.167,balon,-1,187.5,213.5
1056,35.2,verde,22,103.0,210.5
1056,35.2,oscuro,16,95.5,230.5
1056,35.2,balon,-1,187.0,214.0
1057,35.233,verde,22,103.0,208.5
1057,35.233,oscuro,16,97.0,230.5
1057,35.233,balon,-1,187.5,214.5
1058,35.267,verde,22,103.0,208.5
1058,35.267,oscuro,16,98.5,230.5
1058,35.267,balon,-1,187.0,216.0
1059,35.3,verde,22,102.5,208.0
1059,35.3,verde,16,100.5,231.0
1059,35.3,balon,-1,187.0,217.5
1060,35.333,verde,22,102.0,207.5
1060,35.333,verde,16,102.5,231.5
1060,35.333,balon,-1,186.5,218.5
1061,35.367,verde,22,102.0,208.5
1061,35.367,oscuro,16,103.5,231.0
1062,35.4,verde,22,102.5,207.5
1062,35.4,oscuro,16,104.0,231.5
1062,35.4,balon,-1,103.0,220.0
1063,35.433,oscuro,16,104.0,231.5
1063,35.433,verde,22,103.0,208.0
1063,35.433,balon,-1,105.0,220.5
1064,35.467,oscuro,16,104.0,231.5
1064,35.467,verde,22,103.0,208.5
1065,35.5,oscuro,16,103.0,231.5
1065,35.5,verde,22,102.5,209.0
1065,35.5,balon,-1,105.0,221.0
1066,35.533,oscuro,16,102.0,231.5
1066,35.533,verde,22,102.0,209.0
1067,35.567,verde,22,101.5,207.5
1067,35.567,verde,16,100.5,231.5
1067,35.567,balon,-1,102.5,221.0
1068,35.6,verde,22,101.0,209.0
1068,35.6,oscuro,16,99.0,231.5
1069,35.633,verde,22,100.5,209.0
1069,35.633,oscuro,16,97.5,231.5
1070,35.667,verde,22,100.0,209.5
1070,35.667,oscuro,16,96.5,231.5
1070,35.667,balon,-1,97.5,221.0
1071,35.7,verde,22,100.0,209.0
1071,35.7,oscuro,16,96.0,232.0
1071,35.7,balon,-1,97.0,221.0
1072,35.733,verde,22,100.0,209.5
1072,35.733,oscuro,16,95.5,232.0
1072,35.733,balon,-1,96.5,221.0
1073,35.767,verde,22,99.5,208.5
1073,35.767,oscuro,16,95.0,231.5
1073,35.767,balon,-1,95.5,220.5
1074,35.8,verde,22,98.5,207.5
1074,35.8,oscuro,16,94.5,231.0
1075,35.833,verde,22,97.5,207.5
1075,35.833,oscuro,16,94.0,231.0
1075,35.833,balon,-1,94.5,219.5
1076,35.867,verde,22,96.5,207.0
1076,35.867,oscuro,16,94.0,231.0
1076,35.867,balon,-1,56.5,248.0
1077,35.9,verde,22,96.0,206.5
1077,35.9,oscuro,16,94.0,231.0
1077,35.9,balon,-1,94.0,219.5
1078,35.933,verde,22,95.0,207.0
1078,35.933,oscuro,16,94.0,230.0
1079,35.967,verde,22,95.5,206.5
1079,35.967,oscuro,16,94.0,230.5
1080,36.0,verde,22,96.0,206.0
1080,36.0,oscuro,16,93.5,230.0
1080,36.0,balon,-1,93.5,218.0
1081,36.033,verde,22,96.0,206.0
1081,36.033,oscuro,16,92.5,229.5
1082,36.067,verde,22,97.0,206.0
1082,36.067,oscuro,16,92.0,229.0
1083,36.1,verde,22,97.0,205.5
1083,36.1,oscuro,16,92.0,228.5
1084,36.133,verde,22,97.0,205.5
1084,36.133,oscuro,16,92.0,227.5
1085,36.167,oscuro,16,92.5,226.5
1085,36.167,verde,22,96.0,206.0
1086,36.2,verde,22,95.5,206.0
1086,36.2,oscuro,16,92.5,225.5
1087,36.233,verde,22,94.5,206.0
1087,36.233,oscuro,16,92.5,225.0
1088,36.267,verde,22,94.0,206.5
1088,36.267,oscuro,16,92.5,225.0
1089,36.3,verde,22,94.0,206.0
1089,36.3,oscuro,16,92.0,224.5
1090,36.333,verde,22,94.5,205.5
1090,36.333,oscuro,16,92.0,224.5
1091,36.367,verde,22,95.5,205.5
1091,36.367,oscuro,16,92.0,228.0
1092,36.4,verde,22,95.0,205.5
1092,36.4,oscuro,16,92.0,228.5
1093,36.433,verde,22,94.5,206.5
1093,36.433,oscuro,16,92.0,228.5
1094,36.467,verde,22,94.0,206.5
1094,36.467,oscuro,16,91.5,229.0
1095,36.5,verde,22,93.5,206.5
1095,36.5,oscuro,16,90.5,230.0
1096,36.533,verde,22,92.5,206.5
1096,36.533,oscuro,16,89.0,231.0
1097,36.567,verde,22,92.0,207.0
1097,36.567,oscuro,16,87.5,232.5
1098,36.6,verde,22,91.0,208.5
1098,36.6,oscuro,16,85.5,234.0
1099,36.633,verde,22,90.5,209.5
1099,36.633,oscuro,16,83.0,236.0
1100,36.667,verde,22,90.0,211.0
1100,36.667,oscuro,16,81.0,238.5
1101,36.7,oscuro,16,79.0,240.5
1101,36.7,verde,22,89.5,210.0
1101,36.7,balon,-1,42.0,215.0
1102,36.733,oscuro,16,76.0,243.0
1102,36.733,balon,-1,42.0,215.0
1103,36.767,oscuro,16,73.5,245.0
1103,36.767,balon,-1,42.5,215.0
1104,36.8,oscuro,16,70.5,247.0
1104,36.8,balon,-1,42.5,215.0
1105,36.833,oscuro,16,68.0,249.0
1105,36.833,balon,-1,42.5,215.5
1106,36.867,oscuro,16,66.0,251.0
1106,36.867,balon,-1,42.5,215.5
1107,36.9,oscuro,16,65.0,251.5
1107,36.9,balon,-1,43.0,216.0
1108,36.933,oscuro,16,64.0,252.5
1108,36.933,balon,-1,43.0,216.0
1109,36.967,oscuro,16,63.5,252.5
1109,36.967,balon,-1,43.0,216.0
1110,37.0,oscuro,16,63.0,252.0
1110,37.0,balon,-1,43.0,216.0
1111,37.033,oscuro,16,63.0,251.0
1111,37.033,balon,-1,43.0,216.0
1112,37.067,oscuro,16,62.5,249.0
1112,37.067,balon,-1,43.0,216.0
1113,37.1,oscuro,16,62.0,247.0
1113,37.1,balon,-1,43.5,216.0
1114,37.133,oscuro,16,61.0,244.0
1114,37.133,balon,-1,43.0,216.0
1115,37.167,oscuro,16,60.5,242.0
1115,37.167,balon,-1,43.0,216.0
1116,37.2,oscuro,16,60.0,242.0
1116,37.2,balon,-1,43.0,216.0
1117,37.233,oscuro,16,59.5,241.5
1117,37.233,balon,-1,42.5,215.5
1118,37.267,oscuro,16,58.5,242.5
1118,37.267,balon,-1,43.0,216.0
1119,37.3,oscuro,16,57.5,243.0
1119,37.3,balon,-1,43.0,216.0
1120,37.333,verde,16,55.5,244.0
1120,37.333,verde,24,63.5,220.0
1120,37.333,balon,-1,43.0,216.0
1121,37.367,verde,16,54.0,245.0
1121,37.367,verde,24,64.0,220.5
1121,37.367,balon,-1,42.5,215.5
1122,37.4,verde,24,63.5,221.0
1122,37.4,verde,16,51.5,246.0
1122,37.4,balon,-1,42.5,215.5
1123,37.433,verde,24,63.0,221.0
1123,37.433,balon,-1,42.5,215.5
1124,37.467,verde,24,63.0,219.0
1124,37.467,balon,-1,43.0,216.0
1125,37.5,verde,24,61.5,219.0
1125,37.5,balon,-1,43.0,216.0
1126,37.533,balon,-1,42.5,215.5
1127,37.567,oscuro,16,39.0,250.0
1127,37.567,balon,-1,43.0,216.0
1128,37.6,oscuro,16,37.5,250.5
1128,37.6,balon,-1,42.5,215.5
1129,37.633,oscuro,16,37.0,249.5
1129,37.633,balon,-1,43.0,216.0
1130,37.667,oscuro,16,37.0,249.0
1130,37.667,balon,-1,43.5,216.0
1131,37.7,oscuro,16,37.0,248.5
1131,37.7,balon,-1,43.5,216.0
1132,37.733,oscuro,16,36.5,248.0
1132,37.733,balon,-1,43.5,216.0
1133,37.767,oscuro,16,36.0,247.0
1133,37.767,balon,-1,43.0,216.0
1134,37.8,oscuro,16,36.5,246.0
1134,37.8,balon,-1,42.5,216.0
1135,37.833,oscuro,16,36.5,245.5
1135,37.833,balon,-1,43.0,216.0
1136,37.867,oscuro,16,36.0,244.5
1136,37.867,balon,-1,43.0,214.5
1137,37.9,oscuro,16,35.5,242.5
1137,37.9,balon,-1,41.0,212.5
1138,37.933,balon,-1,40.0,210.5
1139,37.967,balon,-1,40.0,209.0
1140,38.0,balon,-1,39.5,208.0
1141,38.033,balon,-1,38.5,206.5
1142,38.067,balon,-1,38.5,205.0
1143,38.1,balon,-1,37.5,204.0
1144,38.133,balon,-1,36.5,202.0
1145,38.167,balon,-1,36.0,200.0
1146,38.2,balon,-1,35.5,197.5
1147,38.233,balon,-1,34.5,195.5
1148,38.267,oscuro,16,25.5,224.0
1148,38.267,balon,-1,34.0,193.5
1149,38.3,oscuro,16,25.5,223.0
1149,38.3,balon,-1,33.5,191.5
1150,38.333,oscuro,16,26.5,222.0
1150,38.333,balon,-1,33.0,189.5
1151,38.367,oscuro,16,26.5,221.0
1151,38.367,balon,-1,32.0,187.5
1152,38.4,oscuro,16,27.0,219.5
1152,38.4,balon,-1,31.5,185.5
1153,38.433,oscuro,16,29.0,217.5
1153,38.433,balon,-1,31.0,184.0
1154,38.467,oscuro,16,30.0,216.0
1154,38.467,balon,-1,30.0,182.0
1155,38.5,oscuro,16,30.5,214.0
1155,38.5,balon,-1,30.0,180.5
1156,38.533,oscuro,16,31.5,211.5
1156,38.533,balon,-1,29.0,178.5
1157,38.567,oscuro,16,32.0,209.5
1157,38.567,balon,-1,28.5,177.0
1158,38.6,oscuro,16,33.0,207.0
1158,38.6,balon,-1,28.0,175.0
1159,38.633,oscuro,16,34.0,204.5
1159,38.633,balon,-1,27.5,173.5
1160,38.667,oscuro,16,34.5,202.0
1160,38.667,balon,-1,27.0,172.0
1161,38.7,balon,-1,26.5,170.5
1162,38.733,balon,-1,25.5,169.0
1163,38.767,oscuro,16,34.5,194.5
1163,38.767,balon,-1,25.0,167.5
1164,38.8,oscuro,16,33.5,193.0
1164,38.8,balon,-1,24.5,166.0
1165,38.833,oscuro,16,33.5,192.5
1165,38.833,balon,-1,24.0,164.5
1166,38.867,oscuro,16,33.5,192.5
1166,38.867,balon,-1,23.5,163.0
1167,38.9,oscuro,16,32.0,193.5
1167,38.9,balon,-1,23.0,162.0
1168,38.933,oscuro,16,31.0,194.5
1168,38.933,balon,-1,22.5,160.5
1169,38.967,verde,16,30.0,194.5
1169,38.967,balon,-1,22.0,159.0
1170,39.0,verde,16,29.5,194.0
1170,39.0,balon,-1,21.5,158.0
1171,39.033,verde,16,29.0,193.0
1171,39.033,balon,-1,21.0,156.5
1172,39.067,oscuro,16,28.5,191.5
1172,39.067,balon,-1,20.5,155.5
1173,39.1,oscuro,16,27.5,190.0
1173,39.1,balon,-1,20.0,154.5
1174,39.133,oscuro,16,27.5,188.5
1174,39.133,balon,-1,19.0,153.0
1175,39.167,oscuro,16,26.0,186.5
1175,39.167,balon,-1,18.5,152.0
1176,39.2,verde,16,24.5,185.5
1176,39.2,balon,-1,18.0,151.0
1177,39.233,verde,16,22.5,184.5
1177,39.233,balon,-1,17.5,150.0
1178,39.267,verde,16,21.0,184.0
1178,39.267,balon,-1,17.0,149.0
1179,39.3,balon,-1,16.5,148.0
1180,39.333,balon,-1,16.0,147.0
1181,39.367,balon,-1,15.5,146.0
1182,39.4,balon,-1,14.5,145.0
1183,39.433,balon,-1,14.0,144.0
1184,39.467,balon,-1,13.5,143.5
1185,39.5,balon,-1,13.5,142.5
1186,39.533,balon,-1,12.5,141.5
1187,39.567,oscuro,16,8.0,168.5
1187,39.567,balon,-1,12.0,140.5
1188,39.6,verde,16,7.5,166.0
1188,39.6,balon,-1,12.0,140.0
1189,39.633,oscuro,16,7.5,163.5
1189,39.633,balon,-1,11.0,139.0
1190,39.667,oscuro,16,7.5,160.5
1190,39.667,balon,-1,11.0,138.5
1191,39.7,oscuro,16,7.5,158.0
1191,39.7,balon,-1,11.0,136.0
1192,39.733,oscuro,16,7.5,155.5
1192,39.733,balon,-1,10.5,133.0
1193,39.767,oscuro,16,7.5,152.5
1193,39.767,balon,-1,10.5,131.0
1194,39.8,oscuro,16,7.5,150.0
1194,39.8,balon,-1,10.5,128.0
1195,39.833,oscuro,16,7.0,147.0
1195,39.833,balon,-1,10.0,125.5
1196,39.867,oscuro,16,7.0,144.5
1196,39.867,balon,-1,10.0,122.5
1197,39.9,oscuro,16,7.0,142.0
1197,39.9,balon,-1,9.5,120.0
1198,39.933,oscuro,16,7.0,139.5
1198,39.933,balon,-1,9.0,117.5
1199,39.967,oscuro,16,7.0,137.0
1199,39.967,balon,-1,9.0,115.0
1200,40.0,oscuro,16,7.0,134.5
1200,40.0,balon,-1,8.5,112.5
1201,40.033,oscuro,16,7.0,132.0
1201,40.033,balon,-1,8.5,110.0
1202,40.067,oscuro,16,7.0,130.0
1202,40.067,balon,-1,8.5,108.0
1203,40.1,oscuro,16,7.5,128.5
1203,40.1,balon,-1,9.0,106.5
1204,40.133,oscuro,16,8.0,127.5
1204,40.133,balon,-1,9.0,106.0
1205,40.167,oscuro,16,9.0,126.5
1205,40.167,balon,-1,9.5,105.0
1206,40.2,oscuro,16,10.0,126.0
1206,40.2,balon,-1,10.0,104.0
1207,40.233,oscuro,16,10.5,125.5
1207,40.233,balon,-1,10.5,104.0
1208,40.267,oscuro,16,10.5,125.5
1208,40.267,balon,-1,10.5,103.5
1209,40.3,oscuro,16,10.5,125.5
1209,40.3,balon,-1,10.5,103.5
1210,40.333,oscuro,16,10.5,125.5
1210,40.333,balon,-1,10.5,103.5
1211,40.367,oscuro,16,10.5,125.5
1211,40.367,balon,-1,10.5,103.5
1212,40.4,oscuro,16,10.5,125.5
1212,40.4,verde,26,3.0,273.5
1212,40.4,balon,-1,10.5,103.5
1213,40.433,oscuro,16,10.5,125.5
1213,40.433,verde,26,2.0,274.5
1213,40.433,balon,-1,10.5,103.5
1214,40.467,oscuro,16,10.5,125.5
1214,40.467,verde,26,1.5,274.5
1214,40.467,balon,-1,10.5,103.5
1215,40.5,oscuro,16,10.5,125.5
1215,40.5,verde,26,0.5,276.0
1215,40.5,balon,-1,10.5,103.5
1216,40.533,oscuro,16,10.5,125.5
1216,40.533,verde,26,0.0,276.0
1216,40.533,balon,-1,10.5,103.5
1217,40.567,oscuro,16,10.5,125.5
1217,40.567,verde,26,0.0,276.5
1217,40.567,balon,-1,10.5,103.5
1218,40.6,oscuro,16,10.5,125.5
1218,40.6,verde,26,0.0,276.0
1218,40.6,balon,-1,10.5,103.5
1219,40.633,oscuro,16,10.5,125.5
1219,40.633,verde,26,0.0,276.0
1219,40.633,balon,-1,10.5,104.0
1220,40.667,oscuro,16,10.5,125.5
1220,40.667,verde,26,0.0,276.5
1220,40.667,balon,-1,10.5,104.0
1221,40.7,oscuro,16,10.5,125.5
1221,40.7,verde,26,0.5,275.0
1221,40.7,balon,-1,10.5,104.0
1222,40.733,oscuro,16,10.5,125.5
1222,40.733,verde,26,1.0,273.5
1222,40.733,balon,-1,10.5,103.5
1223,40.767,oscuro,16,10.5,125.5
1223,40.767,verde,26,0.5,274.0
1223,40.767,balon,-1,10.5,104.0
1224,40.8,oscuro,16,10.5,125.5
1224,40.8,verde,26,1.0,271.5
1224,40.8,balon,-1,10.5,104.0
1225,40.833,oscuro,16,10.5,125.5
1225,40.833,verde,26,1.5,272.0
1225,40.833,balon,-1,10.5,103.5
1226,40.867,oscuro,16,10.5,125.5
1226,40.867,verde,26,2.0,270.5
1226,40.867,balon,-1,10.5,103.5
1227,40.9,oscuro,16,10.5,125.5
1227,40.9,verde,26,2.5,270.0
1227,40.9,balon,-1,10.5,103.5
1228,40.933,oscuro,16,10.5,125.5
1228,40.933,verde,26,2.5,270.0
1228,40.933,balon,-1,10.5,103.5
1229,40.967,oscuro,16,10.5,125.5
1229,40.967,verde,26,2.5,269.0
1229,40.967,balon,-1,10.5,103.5
1230,41.0,oscuro,16,10.5,125.5
1230,41.0,verde,26,2.5,265.5
1230,41.0,balon,-1,10.5,103.5
1231,41.033,oscuro,16,10.5,125.5
1231,41.033,verde,26,2.0,264.0
1231,41.033,balon,-1,10.5,103.5
1232,41.067,oscuro,16,10.5,125.5
1232,41.067,verde,26,1.5,263.0
1232,41.067,balon,-1,10.5,103.5
1233,41.1,oscuro,16,10.5,125.5
1233,41.1,verde,26,1.0,260.5
1233,41.1,balon,-1,10.5,103.5
1234,41.133,oscuro,16,10.5,125.5
1234,41.133,verde,26,0.5,259.0
1234,41.133,balon,-1,10.5,103.5
1235,41.167,oscuro,16,10.5,125.5
1235,41.167,verde,26,0.0,257.5
1235,41.167,balon,-1,10.5,103.5
1236,41.2,oscuro,16,10.5,125.5
1236,41.2,verde,26,0.0,256.0
1236,41.2,balon,-1,10.5,103.5
1237,41.233,oscuro,16,10.5,125.5
1237,41.233,verde,26,-0.5,256.0
1237,41.233,balon,-1,10.5,103.5
1238,41.267,oscuro,16,10.5,125.5
1238,41.267,verde,26,-0.5,256.0
1238,41.267,balon,-1,10.5,103.5
1239,41.3,oscuro,16,10.5,125.5
1239,41.3,verde,26,-0.5,255.5
1239,41.3,balon,-1,10.5,103.5
1240,41.333,oscuro,16,10.5,125.5
1240,41.333,verde,26,0.0,255.5
1240,41.333,balon,-1,10.5,103.5
1241,41.367,oscuro,16,10.5,125.5
1241,41.367,verde,26,0.0,256.0
1241,41.367,balon,-1,10.5,103.5
1242,41.4,oscuro,16,10.5,125.5
1242,41.4,verde,26,0.0,256.0
1242,41.4,balon,-1,10.5,103.5
1243,41.433,oscuro,16,10.5,125.5
1243,41.433,verde,26,0.5,256.0
1243,41.433,balon,-1,10.5,103.5
1244,41.467,oscuro,16,10.5,125.5
1244,41.467,verde,26,0.5,256.0
1244,41.467,balon,-1,10.5,103.5
1245,41.5,oscuro,16,10.5,125.5
1245,41.5,verde,26,0.5,256.5
1245,41.5,balon,-1,10.5,103.5
1246,41.533,oscuro,16,10.5,125.5
1246,41.533,verde,26,1.0,258.0
1246,41.533,balon,-1,10.5,103.5
1247,41.567,oscuro,16,10.5,125.5
1247,41.567,verde,26,2.0,258.5
1247,41.567,balon,-1,10.5,103.5
1248,41.6,oscuro,16,10.5,125.5
1248,41.6,verde,26,3.0,259.0
1248,41.6,balon,-1,10.5,104.0
1249,41.633,oscuro,16,10.5,125.5
1249,41.633,verde,26,3.5,260.5
1249,41.633,balon,-1,10.5,103.5
1250,41.667,oscuro,16,10.5,125.5
1250,41.667,verde,26,4.0,262.0
1250,41.667,balon,-1,10.5,103.5
1251,41.7,oscuro,16,10.5,125.5
1251,41.7,balon,-1,10.5,103.5
1252,41.733,oscuro,16,10.5,125.5
1252,41.733,balon,-1,10.5,103.5
1253,41.767,oscuro,16,10.5,125.5
1253,41.767,balon,-1,10.5,103.5
1254,41.8,oscuro,16,10.5,125.5
1254,41.8,balon,-1,10.5,103.5
1255,41.833,oscuro,16,10.5,125.5
1255,41.833,balon,-1,10.5,104.0
1256,41.867,oscuro,16,10.5,125.5
1256,41.867,balon,-1,10.5,104.0
1257,41.9,oscuro,16,10.5,125.5
1257,41.9,balon,-1,10.5,104.0
1258,41.933,oscuro,16,10.5,125.5
1258,41.933,balon,-1,10.5,104.0
1259,41.967,oscuro,16,10.5,125.5
1259,41.967,balon,-1,10.5,104.0
1260,42.0,oscuro,16,10.5,125.5
1260,42.0,balon,-1,10.5,104.0
1261,42.033,oscuro,16,10.5,125.5
1261,42.033,balon,-1,10.5,104.0
1262,42.067,oscuro,16,10.5,125.5
1262,42.067,balon,-1,10.5,104.0
1263,42.1,oscuro,16,10.5,125.5
1263,42.1,balon,-1,10.5,103.5
1264,42.133,oscuro,16,10.5,125.5
1264,42.133,balon,-1,10.5,104.0
1265,42.167,oscuro,16,10.5,125.5
1265,42.167,balon,-1,10.5,104.0
1266,42.2,oscuro,16,10.5,125.5
1266,42.2,balon,-1,10.5,104.0
1267,42.233,oscuro,16,10.5,125.5
1267,42.233,balon,-1,10.5,104.0
1268,42.267,oscuro,16,10.5,125.5
1268,42.267,balon,-1,10.5,104.0
1269,42.3,oscuro,16,10.5,125.5
1269,42.3,balon,-1,10.5,104.0
1270,42.333,oscuro,16,10.5,125.5
1270,42.333,balon,-1,10.5,104.0
1271,42.367,oscuro,16,10.5,125.5
1271,42.367,balon,-1,10.5,104.0
1272,42.4,oscuro,16,10.5,125.5
1272,42.4,balon,-1,10.5,104.0
1273,42.433,oscuro,16,10.5,125.5
1273,42.433,balon,-1,10.5,104.0
1274,42.467,oscuro,16,10.5,125.5
1274,42.467,balon,-1,10.5,104.0
1275,42.5,oscuro,16,10.5,125.5
1275,42.5,balon,-1,10.5,104.0
1276,42.533,oscuro,16,10.5,125.5
1276,42.533,balon,-1,10.5,104.0
1277,42.567,oscuro,16,10.5,125.5
1277,42.567,balon,-1,10.5,103.5
1278,42.6,oscuro,16,10.5,125.5
1278,42.6,balon,-1,10.5,103.5
1279,42.633,oscuro,16,10.5,125.5
1279,42.633,balon,-1,10.5,103.5
1280,42.667,oscuro,16,10.5,125.5
1280,42.667,balon,-1,10.5,103.5
1281,42.7,oscuro,16,10.5,125.5
1281,42.7,balon,-1,10.5,103.5
1282,42.733,oscuro,16,10.5,125.5
1282,42.733,balon,-1,10.5,103.5
1283,42.767,oscuro,16,10.5,125.5
1283,42.767,balon,-1,10.5,103.5
1284,42.8,oscuro,16,10.5,125.5
1284,42.8,balon,-1,10.5,103.5
1285,42.833,oscuro,16,10.5,125.5
1285,42.833,balon,-1,10.5,103.5
1286,42.867,oscuro,16,10.5,125.5
1286,42.867,balon,-1,10.5,103.5
1287,42.9,oscuro,16,10.5,125.5
1287,42.9,balon,-1,10.5,103.5
1288,42.933,oscuro,16,10.5,125.5
1288,42.933,balon,-1,10.5,103.5
1289,42.967,oscuro,16,10.5,125.5
1289,42.967,balon,-1,10.5,103.5
1290,43.0,oscuro,16,10.5,125.5
1290,43.0,balon,-1,10.5,103.5
1291,43.033,oscuro,16,10.5,125.5
1291,43.033,balon,-1,10.5,103.5
1292,43.067,oscuro,16,10.5,125.5
1292,43.067,balon,-1,10.5,103.5
1293,43.1,oscuro,16,10.5,125.5
1293,43.1,balon,-1,10.5,103.5
1294,43.133,oscuro,16,10.5,125.5
1294,43.133,balon,-1,10.5,103.5
1295,43.167,oscuro,16,10.5,125.5
1295,43.167,balon,-1,10.5,103.5
1296,43.2,oscuro,16,10.5,125.5
1296,43.2,balon,-1,10.5,103.5
1297,43.233,oscuro,16,10.5,125.5
1297,43.233,balon,-1,10.5,103.5
1298,43.267,oscuro,16,10.5,125.5
1298,43.267,balon,-1,10.5,104.0
1299,43.3,oscuro,16,10.5,125.5
1299,43.3,balon,-1,10.5,104.0
1300,43.333,oscuro,16,10.5,125.5
1300,43.333,balon,-1,10.5,104.0
1301,43.367,oscuro,16,10.5,125.5
1301,43.367,balon,-1,10.5,104.0
1302,43.4,oscuro,16,10.5,125.5
1302,43.4,balon,-1,10.5,104.0
1303,43.433,oscuro,16,10.5,125.5
1303,43.433,verde,27,72.5,209.0
1303,43.433,balon,-1,10.5,104.0
1304,43.467,oscuro,16,10.5,125.5
1304,43.467,verde,27,74.0,207.0
1304,43.467,balon,-1,10.5,103.5
1305,43.5,oscuro,16,10.5,125.5
1305,43.5,verde,27,75.0,207.5
1305,43.5,balon,-1,10.5,103.5
1306,43.533,oscuro,16,10.5,125.5
1306,43.533,verde,27,76.5,203.0
1306,43.533,balon,-1,10.5,103.5
1307,43.567,oscuro,16,10.5,125.5
1307,43.567,verde,27,78.0,202.5
1307,43.567,balon,-1,10.5,103.5
1308,43.6,oscuro,16,10.5,125.5
1308,43.6,verde,27,80.0,204.0
1308,43.6,balon,-1,10.5,103.5
1309,43.633,oscuro,16,10.5,125.5
1309,43.633,verde,27,81.5,204.0
1309,43.633,balon,-1,10.5,103.5
1310,43.667,oscuro,16,10.5,125.5
1310,43.667,verde,27,82.5,202.5
1310,43.667,balon,-1,10.5,103.5
1311,43.7,oscuro,16,10.5,125.5
1311,43.7,balon,-1,10.5,103.5
1312,43.733,oscuro,16,10.5,125.5
1312,43.733,verde,27,86.0,201.0
1312,43.733,balon,-1,10.5,103.5
1313,43.767,oscuro,16,10.5,125.5
1313,43.767,balon,-1,10.5,103.5
1314,43.8,oscuro,16,10.5,125.5
1314,43.8,verde,27,88.5,198.0
1314,43.8,balon,-1,10.5,103.5
1315,43.833,oscuro,16,10.5,125.5
1315,43.833,verde,27,90.0,197.5
1315,43.833,balon,-1,10.5,103.5
1316,43.867,oscuro,16,10.5,125.5
1316,43.867,balon,-1,10.5,103.5
1317,43.9,oscuro,16,10.5,125.5
1317,43.9,balon,-1,10.5,103.5
1318,43.933,oscuro,16,10.5,125.5
1318,43.933,balon,-1,10.5,103.5
1319,43.967,oscuro,16,10.5,125.5
1319,43.967,balon,-1,10.5,104.0
1320,44.0,oscuro,16,10.5,125.5
1320,44.0,verde,27,96.5,191.5
1320,44.0,balon,-1,10.5,103.5
1321,44.033,oscuro,16,10.5,125.5
1321,44.033,balon,-1,10.5,103.5
1322,44.067,oscuro,16,10.5,125.5
1322,44.067,balon,-1,10.5,103.5
1323,44.1,oscuro,16,10.5,125.5
1323,44.1,balon,-1,10.5,104.0
1324,44.133,oscuro,16,10.5,125.5
1324,44.133,balon,-1,10.5,103.5
1325,44.167,oscuro,16,10.5,125.5
1325,44.167,balon,-1,10.5,103.5
1326,44.2,oscuro,16,10.5,125.5
1326,44.2,balon,-1,10.5,103.5
1327,44.233,oscuro,16,10.5,125.5
1327,44.233,balon,-1,10.5,103.5
1328,44.267,oscuro,16,10.5,125.5
1328,44.267,balon,-1,10.5,103.5
1329,44.3,oscuro,16,10.5,125.5
1329,44.3,balon,-1,10.5,104.0
1330,44.333,oscuro,16,10.5,125.5
1330,44.333,balon,-1,10.5,104.0
1331,44.367,oscuro,16,10.5,125.5
1331,44.367,balon,-1,10.5,104.0
1332,44.4,oscuro,16,10.5,125.5
1332,44.4,balon,-1,10.5,103.5
1333,44.433,oscuro,16,10.5,125.5
1333,44.433,balon,-1,10.5,103.5
1334,44.467,oscuro,16,10.5,125.5
1334,44.467,balon,-1,10.5,103.5
1335,44.5,oscuro,16,10.5,125.5
1335,44.5,balon,-1,10.5,103.5
1336,44.533,oscuro,16,10.5,125.5
1336,44.533,balon,-1,10.5,103.5
1337,44.567,oscuro,16,10.5,125.5
1337,44.567,balon,-1,10.5,103.5
1338,44.6,oscuro,16,10.5,125.5
1338,44.6,balon,-1,10.5,103.5
1339,44.633,oscuro,16,10.5,125.5
1339,44.633,balon,-1,10.5,103.5
1340,44.667,oscuro,16,10.5,125.5
1340,44.667,balon,-1,10.5,103.5
1341,44.7,oscuro,16,10.5,125.5
1341,44.7,balon,-1,10.5,103.5
1342,44.733,oscuro,16,10.5,125.5
1342,44.733,balon,-1,10.5,103.5
1343,44.767,oscuro,16,10.5,125.5
1343,44.767,balon,-1,10.5,103.5
1344,44.8,oscuro,16,10.5,125.5
1344,44.8,balon,-1,10.5,103.5
1345,44.833,oscuro,16,10.5,125.5
1345,44.833,balon,-1,10.5,103.5
1346,44.867,oscuro,16,10.5,125.5
1346,44.867,balon,-1,10.5,103.5
1347,44.9,oscuro,16,10.5,125.5
1347,44.9,balon,-1,10.5,103.5
1348,44.933,oscuro,16,10.5,125.5
1348,44.933,balon,-1,10.5,103.5
1349,44.967,oscuro,16,10.5,125.5
1349,44.967,balon,-1,10.5,103.5
1350,45.0,oscuro,16,10.5,125.5
1350,45.0,balon,-1,10.5,103.5
1351,45.033,oscuro,16,10.5,125.5
1351,45.033,balon,-1,10.5,103.5
